,Model,Fuel Type,Engine Size,Transmission,Mileage,Doors,BHP,Year,Body Type,CO2,Colour,MPG,Previous Keepers,Ultra Low Emission Zone  ,Tax,Price,MOT Expires,Interior Trim,Euro Status
261,Jetta,Diesel,1.6L,Automatic,"49,085 miles",5,109 bhp,2015 (65),Estate,102 g/km,GREY,72.4,2.0,Euro 6,£199,"£12,300",27-05-2022,,
262,Polo,Petrol,1.2L,Manual,"20,882 miles",5,89 bhp,2017 (67),Hatchback,107 g/km,WHITE,60.1,1.0,Euro 6,£199,"£12,200",18-11-2022,,
263,Passat,Diesel,1.6L,Manual,"66,708 miles",5,118 bhp,2017 (66),Estate,107 g/km,SILVER,68.9,1.0,Euro 6,£199,"£12,150",29-01-2022,,
264,Tiguan,Diesel,2.0L,Automatic,"71,830 miles",5,138 bhp,2015 (15),Estate,158 g/km,DEEP BLACK PEARL,47.1,2.0,,£199,"£12,100",08-12-2021,,Euro 5
265,Polo,Petrol,1.0L,Manual,"30,367 miles",5,94 bhp,2018 (68),Hatchback,101 g/km,WHITE,64.2,1.0,Euro 6,£199,"£12,100",,,
266,Golf,Diesel,1.6L,Manual,"53,811 miles",5,114 bhp,2017 (67),Estate,109 g/km,BLACK,67.3,1.0,Euro 6,£199,"£12,000",10-09-2022,,
267,Polo,Petrol,1.0L,Manual,"36,299 miles",5,94 bhp,2018 (18),Hatchback,101 g/km,ORANGE,64.2,1.0,Euro 6,£199,"£12,000",12-08-2022,,
268,Polo,Petrol,1.2L,Manual,"24,102 miles",5,89 bhp,2017 (67),Hatchback,107 g/km,BLACK,60.1,2.0,Euro 6,£199,"£11,900",14-10-2022,,
269,Polo,Petrol,1.4L,Manual,"56,103 miles",5,148 bhp,2016 (66),Hatchback,107 g/km,WHITE,61.4,,Euro 6,£199,"£11,900",29-01-2022,,
270,Passat,Diesel,1.6L,Manual,"36,416 miles",4,118 bhp,2016 (66),Saloon,105 g/km,BLUE,70.6,1.0,Euro 6,£199,"£11,900",22-09-2022,,
271,Polo,Petrol,1.2L,Automatic,"30,628 miles",5,89 bhp,2016 (66),Hatchback,109 g/km,WHITE,60.1,,Euro 6,£199,"£11,900",05-10-2022,,
272,Polo,Petrol,1.0L,Manual,"48,865 miles",5,94 bhp,2018 (18),Hatchback,101 g/km,SILVER,64.2,1.0,Euro 6,£199,"£11,800",30-07-2022,,
273,Passat,Diesel,2.0L,Manual,"66,414 miles",4,148 bhp,2016 (16),Saloon,109 g/km,TUNGSTEN SILVER,68.9,1.0,Euro 6,£199,"£11,800",,,
